Product Name,Price,Quantity Available,Specifications
Շինարարական բինտ ճաքերի համար 50սմ-10մ ZUBR 1242-050-10,2150,5,"Լայնություն` - 50 սմ․, Երկարություն` - 10 մ․, Խորություն` - 50 գր/մ²"
Շինարարական բինտ ճաքերի համար 25սմ-10մ ZUBR 1242-025-10,1100,8,"Լայնություն` - 25 սմ․, Երկարություն` - 10 մ․, Խորություն` - 50 գր/մ²"
Ինքնակպչուն մետաղացված ժապավեն (սկոչ) ZUBR 12472-50-30,5550,2,"Երկարություն` - 30 մ., Լայնություն` - 50 մմ․, Հումք` - թուղթ, պողպատ"
Ինքնակպչուն թղթե ժապավեն (սկոչ) ZUBR 12470-50-50,850,7,"Երկարություն` - 50 մ., Լայնություն` - 50 մմ․"
Բռնակ (սկոչի) ինքնակպչուն ժապավենի ZUBR 12015,4450,1,Սկոչի առավելագույն լայնություն` - 50 մմ.
Մեկուսիչ ժապավեն 19մմ*20մ*0.13մմ YATO YT-8166,400,22,"Լայնություն` - 19 մմ., Երկարություն` - 20 մ., Աշխատանքային ջերմաստիճանի միջակայք` - 10~40 ˚C, Գույն` - կարմիր"
Մեկուսիչ ժապավեն 19մմ*20մ*0.13մմ YATO YT-81654,400,31,"Լայնություն` - 19 մմ., Երկարություն` - 20 մ., Աշխատանքային ջերմաստիճանի միջակայք` - 10~40 ˚C, Գույն` - դեղին"
Մեկուսիչ ժապավեն 19մմ*20մ*0.13մմ YATO YT-81652,400,16,"Լայնություն` - 19 մմ., Երկարություն` - 20 մ., Աշխատանքային ջերմաստիճանի միջակայք` - 10~40 ˚C, Գույն` - կանաչ"
Մեկուսիչ ժապավեն 19մմ*20մ*0.13մմ YATO YT-81651,400,14,"Լայնություն` - 19 մմ., Երկարություն` - 20 մ., Աշխատանքային ջերմաստիճանի միջակայք` - 10~40 ˚C, Գույն` - կապույտ"
Մեկուսիչ ժապավեն 19մմ*20մ*0.13մմ YATO YT-8165,400,56,"Լայնություն` - 19 մմ., Երկարություն` - 20 մ., Աշխատանքային ջերմաստիճանի միջակայք` - 10~40°С, Գույն` - սև"
Բռնակ (սկոչի) ինքնակպչուն ժապավենի STAYER 12017,4700,1,"Սկոչի առավելագույն լայնություն` - 50 մմ., Չափսեր` - 25,5 x 15,5 x 6,9 սմ․"
Ներկի վաննա STAYER 06051-50-34,2100,6,Չափսեր` - 500 х 340 մմ․
Ներկի վաննա STAYER 0605-20-12,350,5,Չափսեր` - 120 х 200 մմ․
Ներկի վաննա STAYER 0605-33-35,850,3,Չափսեր` - 330 х 350 մմ․
Ներկի վաննա STAYER 0605-29-27,550,7,Չափսեր` - 270 х 290 մմ․
Ներկի վաննա STAYER 0605-29-15,500,7,Չափսեր` - 150 х 290 մմ․
Ինքնակպչուն երկկողմանի ժապավեն (սկոչ) 19մմ*25մ Klebebander TFK006T,1850,8,"Երկարություն` - 25 մ., Լայնություն` - 19 մմ․"
Ինքնակպչուն երկկողմանի ժապավեն (սկոչ) թափանցիկ 38մմ*10մ Klebebander KPP310T,700,9,"Երկարություն` - 10 մ․, Լայնություն` - 38 մմ․, Գույն` - թափանցիկ"
Ինքնակպչուն երկկողմանի ժապավեն (սկոչ) թափանցիկ 50մմ*10մ Klebebander KPV510T,1150,11,"Երկարություն` - 10 մ․, Լայնություն` - 50 մմ․, Գույն` - թափանցիկ"
Ինքնակպչուն երկկողմանի ժապավեն (սկոչ) թափանցիկ 50մմ*5մ Klebebander KPV505T,700,11,"Երկարություն` - 5 մ․, Լայնություն` - 50 մմ․, Գույն` - թափանցիկ"
Ինքնակպչուն երկկողմանի ժապավեն (սկոչ) թափանցիկ 38մմ*10մ Klebebander KPV310T,900,11,"Երկարություն` - 10 մ․, Լայնություն` - 38 մմ․, Գույն` - թափանցիկ"
Ինքնակպչուն երկկողմանի ժապավեն (սկոչ) 19մմ*5մ Milem TFM902T,600,8,"Երկարություն` - 5 մ․, Լայնություն` - 19 մմ․"
Ինքնակպչուն թղթե ժապավեն (սկոչ) մալյարնի 25մմ*25մ Milem MDP025K,550,13,"Երկարություն` - 25 մ., Լայնություն` - 25 մմ․, Գույն` - մանուշակագույն"
Ինքնակպչուն թղթե ժապավեն (սկոչ) մալյարնի 25մմ*25մ Milem MFD025K,950,3,"Երկարություն` - 25 մ., Լայնություն` - 25 մմ․, Գույն` - կապույտ"
Ինքնակպչուն թղթե ժապավեն (սկոչ) մալյարնի 50մմ*25մ Milem MFD050K,800,6,"Երկարություն` - 25 մ․, Լայնություն` - 50 մմ․, Գույն` - կապույտ, Սոսինձի տեսակ` - ակրիլ"
"Ինքնակպչուն երկկողմանի ժապավեն (սկոչ) 19մմ*1,5մ Milem MFD1901R",650,8,"Երկարություն` - 1,5 մ․, Լայնություն` - 19 մմ․, Գույն` - սպիտակ"
"Ինքնակպչուն երկկողմանի ժապավեն (սկոչ) 19մմ*1,5մ Milem MFU1901R",900,5,"Երկարություն` - 1,5 մ․, Լայնություն` - 19 մմ․, Գույն` - սև, Սոսինձի տեսակ` - ակրիլ"
Ինքնակպչուն թղթե ժապավեն (սկոչ) մալյարնի 48մմ*25մ Milem MTR050K,750,1,"Երկարություն` - 25 մ., Լայնություն` - 48 մմ․"
Ինքնակպչուն երկկողմանի ժապավեն (սկոչ) 25մմ-10մ BiesSse TFK015T,3250,4,"Երկարություն` - 10 մ․, Լայնություն` - 25 մմ․"
Ներկ 3ը 1-ում PER MON 2.5լ 5066 մուգ կապույտ,9350,1,"Ծավալ` - 2,5 լ․, Գույն` - մուգ կապույտ, Տեսակ` - կիսափայլատ"
Ներկ 3ը 1-ում PER MON 7.5լ 7342 շոկոլադ,23500,1,"Ծավալ` - 7,5 լ․, Գույն` - շոկոլադ, Տեսակ` - կիսափայլատ"
Ներկ 3ը 1-ում PER MON 15լ 7342 շոկոլադ,49400,1,"Ծավալ` - 15 լ․, Գույն` - շոկոլադ, Տեսակ` - կիսափայլատ"
Ներկ 3ը 1-ում PER MON 0.75լ 6020 կարմիր,3400,5,"Ծավալ` - 0,75 լ․, Գույն` - կարմիր, Տեսակ` - կիսափայլատ"
Ներկ 3ը 1-ում PER MON 7.5լ 1154 մուգ մոխրագույն,25750,1,"Ծավալ` - 7,5 լ․, Գույն` - մուգ մոխրագույն, Տեսակ` - կիսափայլատ"
Ներկ 3ը 1-ում PER MON 0.75լ 1154 մուգ մոխրագույն,9300,6,"Ծավալ` - 2,5 լ․, Գույն` - մուգ մոխրագույն, Տեսակ` - կիսափայլատ"
Ներկ 3ը 1-ում PER MON 0.75լ 1154 մուգ մոխրագույն,3400,4,"Ծավալ` - 0,75 լ․, Գույն` - մուգ մոխրագույն, Տեսակ` - կիսափայլատ"
Ներկ 3ը 1-ում PER MON 2.5լ 9274 մուգ կանաչ,9350,2,"Ծավալ` - 2,5 լ․, Գույն` - մուգ կանաչ, Տեսակ` - կիսափայլատ"
Ներկ 3ը 1-ում PER MON 0.75լ 9274 մուգ կանաչ,3400,5,"Ծավալ` - 0,75 լ․, Գույն` - մուգ կանաչ, Տեսակ` - կիսափայլատ"
Ներկ 3ը 1-ում PER MON 2.5լ 9210 կանաչ,9350,2,"Ծավալ` - 2,5 լ․, Գույն` - կանաչ, Տեսակ` - կիսափայլատ"
Ներկ 3ը 1-ում PER MON 0.75լ 9210 կանաչ,3400,5,"Ծավալ` - 0,75 լ․, Գույն` - կանաչ, Տեսակ` - կիսափայլատ"
Ներկ 3ը 1-ում PER MON 2.5լ 7342 շոկոլադ,9350,3,"Ծավալ` - 2,5 լ․, Գույն` - շոկոլադ, Տեսակ` - կիսափայլատ"
Ներկ 3ը 1-ում PER MON 0.75լ 7342 շոկոլադ,3400,3,"Ծավալ` - 0,75 լ․, Գույն` - շոկոլադ, Տեսակ` - կիսափայլատ"
Ներկ 3ը 1-ում PER MON 2.5լ 6034 կիրպիչնի,9350,2,"Ծավալ` - 2,5 լ․, Գույն` - կիրպիչնի, Տեսակ` - կիսափայլատ"
Ներկ 3ը 1-ում PER MON 0.75լ 6034 կիրպիչնի,3400,3,"Ծավալ` - 0,75 լ․, Գույն` - կիրպիչնի, Տեսակ` - կիսափայլատ"
Ներկ 3ը 1-ում PER MON 2.5լ 5026 բաց կապույտ,9300,3,"Ծավալ` - 2,5 լ․, Գույն` - բաց կապույտ, Տեսակ` - կիսափայլատ"
Ներկ 3ը 1-ում PER MON 0.75լ 5026 բաց կապույտ,3400,5,"Ծավալ` - 0,75 լ․, Գույն` - բաց կապույտ, Տեսակ` - կիսափայլատ"
Ներկ 3ը 1-ում PER MON 2.5լ 4010 դեղին,9350,2,"Ծավալ` - 0,75 լ․, Գույն` - դեղին, Տեսակ` - կիսափայլատ"
Ներկ 3ը 1-ում PER MON 0.75լ 4010 դեղին,3400,3,"Ծավալ` - 0,75 լ․, Գույն` - դեղին, Տեսակ` - կիսափայլատ"
Ներկ 3ը 1-ում PER MON 2.5լ 3001 սև,9300,6,"Ծավալ` - 2,5 լ․, Գույն` - սև, Տեսակ` - կիսափայլատ"
Ներկ 3ը 1-ում PER MON 0.75լ 3001 սև,3400,4,"Ծավալ` - 0,75 լ․, Գույն` - սև, Տեսակ` - կիսափայլատ"
Ներկ 3ը 1-ում PER MON 2.5լ 1142 մոխրագույն,9300,6,"Ծավալ` - 2,5 լ․, Գույն` - մոխրագույն, Տեսակ` - կիսափայլատ"
Ներկ 3ը 1-ում PER MON 15լ 1142 մոխրագույն,49400,2,"Ծավալ` - 15 լ․, Գույն` - մոխրագույն, Տեսակ` - կիսափայլատ"
Ներկ 3ը 1-ում PER MON 0.75լ 1142 մոխրագույն,3400,5,"Ծավալ` - 0,75 լ․, Գույն` - մոխրագույն, Տեսակ` - կիսափայլատ"
Ներկ 3ը 1-ում PER MON 2.5լ 1130 բաց մոխրագույն,9350,3,"Ծավալ` - 2,5 լ․, Գույն` - բաց մոխրագույն, Տեսակ` - կիսափայլատ"
Ներկ 3ը 1-ում PER MON 0.75լ 1130 բաց մոխրագույն,3400,5,"Ծավալ` - 0,75 լ․, Գույն` - բաց մոխրագույն, Տեսակ` - կիսափայլատ"
Ներկ 3ը 1-ում PER MON 2.5լ 1001 սպիտակ,9350,4,"Ծավալ` - 2,5 լ․, Գույն` - սպիտակ, Տեսակ` - կիսափայլատ"
Ներկ 3ը 1-ում PER MON 0.75լ 1001 սպիտակ,3400,5,"Ծավալ` - 0,75 լ․, Գույն` - սպիտակ, Տեսակ` - կիսափայլատ"
Ներկ 3ը 1-ում PER MON 2.5լ 2211 մետալիկ մոխրագույն,9350,4,"Ծավալ` - 2,5 լ․, Գույն` - մետալիկ մոխրագույն, Տեսակ` - կիսափայլատ"
Ներկ 3ը 1-ում PER MON 0.75լ 2211 մետալիկ մոխրագույն,3400,6,"Ծավալ` - 0,75 լ․, Գույն` - մետալիկ մոխրագույն, Տեսակ` - կիսափայլատ"
Ներկ 3ը 1-ում PER MON 2.5լ 9254 կանաչ,9350,2,"Ծավալ` - 2,5 լ․, Գույն` - կանաչ, Տեսակ` - կիսափայլատ"
Ներկ 3ը 1-ում PER MON 0.75լ 9254 կանաչ,3400,4,"Ծավալ` - 0,75 լ․, Գույն` - կանաչ, Տեսակ` - կիսափայլատ"
Ներկ 3ը 1-ում PER MON 2.5լ 5040 կապույտ,9350,2,"Ծավալ` - 2,5 լ․, Գույն` - կապույտ, Տեսակ` - կիսափայլատ"
Ներկ 3ը 1-ում PER MON 0.75լ 5040 կապույտ,3400,4,"Ծավալ` - 0.75 լ․, Գույն` - կապույտ, Տեսակ` - կիսափայլատ"
Բայց 0.75լ Vidaron B13 Mahron Sztach,5900,3,Ծավալ` - 750 մլ․
Բայց 0.75լ Vidaron B12 Antra Szary,5900,4,Ծավալ` - 750 մլ․
Բայց 0.75լ Vidaron B11 Heben Braz,5900,3,Ծավալ` - 750 մլ․
Բայց 0.75լ Vidaron B10 Palislndyi,5900,4,Ծավալ` - 750 մլ․
Բայց 0.75լ Vidaron B09 Orzech Amer,5900,4,Ծավալ` - 750 մլ․
Բայց 0.75լ Vidaron B08 Palis Krol,5900,3,Ծավալ` - 750 մլ․
Բայց 0.75լ Vidaron B07 Dab Rusty,5900,3,Ծավալ` - 750 մլ․
Բայց 0.2լ Vidaron B13 Mahron Sztach,2250,4,Ծավալ` - 200 մլ․
Բայց 0.2լ Vidaron B12 ANTRA Szery,2250,1,Ծավալ` - 200 մլ․
Բայց 0.2լ Vidaron B10 Palislndyi EXTR,2250,2,Ծավալ` - 200 մլ․
Բայց 0.2լ Vidaron B09 Crzech Amer,2250,4,Ծավալ` - 200 մլ․
Բայց 0.2լ Vidaron B08 PALIS KROL,2250,3,Ծավալ` - 200 մլ․
Բայց 0.2լ Vidaron B07 Dab Rusty,2250,4,Ծավալ` - 200 մլ․
Բայց 0.75լ Vidaron B06 Zicty Dab EXTR,5900,3,Ծավալ` - 750 մլ․
Բայց 0.2լ Vidaron B06 Zloty Dab,2250,1,Ծավալ` - 200 մլ․
Բայց 0.75լ Vidaron B05 Modrzew Euro,5900,5,Ծավալ` - 750 մլ․
Բայց 0.2լ Vidaron B05 Modrzew Euro,2250,1,Ծավալ` - 200 մլ․
Բայց 0.75լ Vidaron B04 Orzech Wloski,5900,2,Ծավալ` - 750 մլ․
Բայց 0.2լ Vidaron B04 Orzech Wloski,2250,4,Ծավալ` - 200 մլ․
Բայց 0.75լ Vidaron B03 Bejca Teak Natu,5900,1,Ծավալ` - 750 մլ․
Բայց 0.2լ Vidaron B03 Bejca Teak Natu,2250,2,Ծավալ` - 200 մլ․
Բայց 0.75լ Vidaron B02 Bejca Sonsa Oreg,5900,3,Ծավալ` - 750 մլ․
Բայց 0.2լ Vidaron B02 Bejca Sonsa Oreg,2250,6,Ծավալ` - 200 մլ․
Բայց 0.75լ Vidaron B01 Bejca Dab,5900,4,"Ծավալ` - 750 մլ․, Գույն` - սպիտակացված կաղնի B01"
Բայց 0.2լ Vidaron B01 Bejca Dab,2250,3,"Ծավալ` - 200 մլ․, Գույն` - սպիտակացված կաղնի B01"
"Ներկ նիտրո 2,5կգ ESKIM 9019 սպիտակ փայլատ",9000,12,"Ծավալ` - 2,5 կգ․, Գույն` - սպիտակ փայլատ"
Ներկ նիտրո 1կգ ESKIM 9019 սպիտակ փայլատ,3500,3,"Ծավալ` - 1 կգ․, Գույն` - սպիտակ փայլատ"
"Ներկ նիտրո 2,5կգ ESKIM 9018 սև փայլատ",8500,10,"Ծավալ` - 2,5 կգ․, Գույն` - սև փայլատ"
"Ներկ նիտրո 2,5կգ ESKIM 9019 սպիտակ փայլուն",8500,8,"Ծավալ` - 2,5 կգ․, Գույն` - սպիտակ փայլուն"
Ներկ նիտրո 1կգ ESKIM 9019 սպիտակ փայլուն,3500,15,"Ծավալ` - 1 կգ․, Գույն` - սպիտակ փայլուն"
"Ներկ նիտրո 2,5կգ ESKIM 9018 սև փայլուն",8500,9,"Ծավալ` - 2,5 կգ․, Գույն` - սև փայլուն"
