Product Name,Price,Quantity Available,Specifications
Ձեռնոց բրեզենտիվ կարճ ZUBR 11422,600,3,Չափս` - XL
Ձեռնոց բամբակյա ZUBR 11430,950,3,"Չափս` - XL, Հումք` - բամբակ"
